Timestamp,Yaw,Pitch,Roll,Sway,Heave,Surge
1729673370.4452593,0,3.211548699272999,0.022265626986811903,0.0019246821602185568,-0.0012334263671874908,-0.12537721395492551
1729673370.4612358,0,3.211548699272999,0.022265626986811903,-0.003425068159898122,-0.0012134068359374909,-0.12443611621856689
1729673370.4801052,0,3.211548699272999,0.022265626986811903,0.0019075927635033925,-0.0012331517089843658,-0.12436951398849486
1729673370.497255,0,3.211548699272999,0.022265626986811903,0.012556427717208862,-0.0012227299560546784,-0.123267924785614
1729673370.50913,0,3.211548699272999,0.022265626986811903,0.023188654581705728,-0.001172360693359366,-0.12119010686874389
1729673370.5290942,0,3.211548699272999,0.022265626986811903,-0.03005564014116923,-0.0012343113769531157,-0.12669014930725098
1729673370.5412028,0,3.211548699272999,0.022265626986811903,-0.019423532485961913,-0.0011938603271484283,-0.12460445165634154
1729673370.5601208,0,3.211548699272999,0.022265626986811903,-0.003441675504048665,-0.0011734288085937408,-0.12345986366271972
1729673370.5732243,0,3.211548699272999,0.022265626986811903,0.012539940079053243,-0.0011728489746093659,-0.12229954004287719
1729673370.5923054,0,3.211548699272999,0.022265626986811903,-0.01942329208056132,-0.0011740239013671783,-0.12462016344070434
1729673370.605273,0,3.211548699272999,0.022265626986811903,0.012523091832796733,-0.0011527226318359283,-0.12130756378173828
1729673370.6259263,0,3.211548699272999,0.022265626986811903,0.023205743233362833,-0.0011726506103515533,-0.12219780683517456
1729673370.6420066,0,3.211548699272999,0.022265626986811903,0.0019075927635033925,-0.0012331517089843658,-0.12436951398849486
1729673370.6540911,0,3.211548699272999,0.022265626986811903,0.023205262422561646,-0.0012123234619140534,-0.12216637134552003
1729673370.670217,0,3.211548699272999,0.022265626986811903,-0.008774698774019877,-0.0011834538330078035,-0.12350286245346069
1729673370.6862426,0,3.211548699272999,0.022265626986811903,0.012522850433985393,-0.0011725590576171785,-0.12129184007644653
1729673370.702257,0,3.211548699272999,0.022265626986811903,-0.008757969737052918,-0.0012134983886718659,-0.12448698282241821
1729673370.7221084,0,3.211548699272999,0.022265626986811903,0.0018912263214588166,-0.0011733219970703034,-0.12340898513793945
1729673370.7380695,0,3.211548699272999,0.022265626986811903,0.0018909851710001628,-0.001193173681640616,-0.1233932614326477
1729673370.7540412,0,3.211548699272999,0.022265626986811903,0.023188412189483643,-0.0011921971191406159,-0.1211743950843811
1729673370.76909,0,3.211548699272999,0.022265626986811903,-0.019423532485961913,-0.0011938603271484283,-0.12460445165634154
1729673370.785065,0,3.211548699272999,0.022265626986811903,0.023171323537826537,-0.0011919072021484283,-0.12016668319702149
1729673370.8017285,0,3.211548699272999,0.022265626986811903,0.012522610028584798,-0.0011923954833984284,-0.12127612829208376
1729673370.8170936,0,3.211548699272999,0.022265626986811903,0.012522610028584798,-0.0011923954833984284,-0.12127612829208376
1729673370.8335168,0,3.211548699272999,0.022265626986811903,-0.008757969737052918,-0.0012134983886718659,-0.12448698282241821
