Timestamp,orientation_x,orientation_y,orientation_z,orientation_w,Roll,Pitch,Yaw,Surge,Sway,Heave
1729227393.8171775,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.1779038906097412,-0.03589388728141785,9.808185577392578
1729227393.8285682,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.2162816822528839,-0.05093745142221451,9.807256698608398
1729227393.8461246,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.17431789636611938,0.02803461253643036,9.80900764465332
1729227393.8605802,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.13593105971813202,0.04307911917567253,9.809467315673828
1729227393.8782597,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.26405465602874756,-0.12176309525966644,9.806036949157715
1729227393.8931441,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.18370401859283447,-0.027746550738811493,9.808246612548828
1729227393.9094718,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.18370401859283447,-0.027746550738811493,9.808246612548828
1729227393.9241908,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.18370401859283447,-0.027746550738811493,9.808246612548828
1729227393.941372,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.22208483517169952,-0.04279042035341263,9.807475090026855
1729227393.956171,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.24306824803352356,-0.0822766050696373,9.80667781829834
1729227393.9736178,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.21628770232200623,-0.05093806982040405,9.80756950378418
1729227393.9883602,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.13593709468841553,0.04307848960161209,9.809779167175293
1729227394.0056942,-0.008896736110017976,0.0038913755618144134,-0.9525129520003426,0.30434319699053347,0.0,0.0,0.0,0.15691746771335602,0.0035926103591918945,9.808826446533203
