timestamp,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1729480238.3540566,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.0,0.0,9.810001373291016
1729480238.371202,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.159943088889122,0.020450055599212646,9.809999465942383
1729480238.387014,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,-5.626678466796875e-05,0.019999919459223747,9.8100004196167
1729480238.403154,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,-0.039943572133779526,-0.020112453028559685,9.809999465942383
1729480238.4190838,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,-0.15983057022094727,-0.06044989824295044,9.810001373291016
1729480238.435404,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.07994341850280762,0.02022498846054077,9.8100004196167
1729480238.4517877,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.07983087748289108,0.060224827378988266,9.80999755859375
1729480238.467634,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,-0.039943572133779526,-0.020112453028559685,9.810001373291016
1729480238.483486,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.039943572133779526,0.020112453028559685,9.8100004196167
1729480238.498411,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.039943572133779526,0.020112453028559685,9.8100004196167
1729480238.5150928,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,-0.15999935567378998,-0.00045013427734375,9.8100004196167
1729480238.531141,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.07988714426755905,0.04022490605711937,9.809998512268066
1729480238.547713,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.07988714426755905,0.04022490605711937,9.809999465942383
1729480238.5632832,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.0,0.0,9.809999465942383
1729480238.5794306,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.04005610570311546,-0.01988738775253296,9.810001373291016
1729480238.5955288,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.07994341850280762,0.02022498846054077,9.80999755859375
1729480238.6113126,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,-0.07994341850280762,-0.02022498846054077,9.810001373291016
1729480238.6246188,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,-0.15983057022094727,-0.06044989824295044,9.810001373291016
1729480238.6434412,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,-0.04005610570311546,0.01988738775253296,9.8100004196167
1729480238.6579044,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,5.626678466796875e-05,-0.019999919459223747,9.8100004196167
1729480238.6739712,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.0,0.0,9.8100004196167
1729480238.6914382,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,-0.07988714426755905,-0.04022490605711937,9.810001373291016
1729480238.70764,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,-0.0001125335693359375,0.039999838918447495,9.80999755859375
1729480238.7232127,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,-0.07999967783689499,-0.000225067138671875,9.8100004196167
1729480238.7393522,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.07999967783689499,0.000225067138671875,9.8100004196167
1729480238.7552257,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.07999967783689499,0.000225067138671875,9.809999465942383
1729480238.7713025,0.0,0.0,-0.7081007084118516,0.7061114549039932,0.0,0.0,0.0,0.07999967783689499,0.000225067138671875,9.809999465942383
